tweet,sentiment
#WEATHER: 6:52 pm C: 88.0F. Feels F. 29.69% Humidity. 16.1MPH Southeast Wind.,2
"@mention doubtful, it was supposed to start out nice and then be rainy and that's what it's doing. :)",2
Why is it so hot outside? I guess this must be the beginning of the end.,1
@mention You bet! Weather is gorgeous...too bad launch wasn't this morning!,3
It rained for 2 seconds -_- #ihate this weather.,1
@mention clouds - supposed to be cloudy and rainy all week,2
It's so Portland to give us shitty weather after an good sunny weekend,1
"Miller Lite, Sun, Music, Great Weather = Perfect Saturday #arwx",3
sunny and beautiful outside. hmmm...,3
RT @mention: Beautiful sunny day in the 80s  Can you ask for anything better? {link},3
RT @mention: Snow Forecasted For Tour Of California: A powerful spring storm is heading toward Northern California and is for... http:/ ...,2
@mention on front lawn at Riverdale Country School. Day 4 of 5 shooting Admissions Video. Supreme weather {link},3
"@mention sweet article bro! Life is great, working hard and enjoying the weather! What are you up to these days?",3
Why oh why is it so hot outside. #getittogethertexas,1
(so)Blessed Beautiful Morning/Day to u all... Another Ahsum SunShine'n Day in Hawaii... B Blessed Stay Fresh!,3
This is perfect weather!!!!!!,3
Wearing Earmuffs... Its Kinda Chilly N This Hoe...,1
ok so this mornin i woke up and this damn storm scared the shit outta me. Better not happen again or im gonna fuckup that hoe mother nature,1
What happened to today's sunshine?,1
@mention I'm just nervous. The weather is crazy!,1
"@mention it really was and it wasn't that expensive, great idea and the weather is fantastic today!",3
RT @mention: @mention  Trip was mixed bag. Nice weather. But sobering: {link} Very impt 2 celebrate life. So glad you do. :),3
"After being in Hampton with poor passage weather, finally taking fuel, water for Bermuda; signing off for 6 days {link}",1
getting ready and soccer game at 2 in this lovely weather,3
SY: ...SEVERAL INCHES OF SNOW EXPECTED AT HIGHER ELEVATIONS... IN ADDITION TO COPIOUS AMOUNTS OF RAIN ACROSS THE AREA I {link},2
Fridley hit hard by Sunday storm {link},2
#WEATHER: 7:53 pm C: 60.0F. Feels 59F. 30.32% Humidity. 9.2MPH Northeast Wind.,2
Sunday Monday and Tuesday off from work. Hope weather stays nice to go do stuff.#outdoors,3
RT @mention: These #Oklahoma storm chasers are lucky. Watch as a flying utility pole just misses them in the #tornadoes: {link} ...,2
Baked raspberry scones! They are DELISHUSSSS. having 1 with coffee. Then off for a jog 'cause this weather is gorgeous & i've gained 5lbs.,3
Weather is horrible,1
"Man, this week's weather is going to rock! {link}",3
"I hate climate change. This cool, rainy weather in the middle of May is for the Pacific Northwest. Actually, I think their weather is better",1
NWS Bulletin / SEVERE THUNDERSTORM WARNING until 11:15 AM CDT OSAGE #fb,2
Cooler weather has arrived.  I like the cool breezes coming through the house.,3
I hate when it's hot out after it rains,1
It's way too hot out here!,1
"It's HOT outside, finally.",3
I hate getting ready in humidity :'(,1
This weather is pretty spooky right now! Need to find a basement somewhere. Anyone?,1
It's hot as fuck outside turns ac on in my car,1
"#alwx Tonight: A 20% chance of showers and thunderstorms. Increasing clouds, with a low around 62. West wind around 5 mph becoming calm.",2
Ok weather we know your pist off but geez can u make it sunny tommorow for my graduation,1
a weather watcher reported 6/10 on an inch of rain in 30 minutes in Redding!,2
can it be--its sunny AND warm?! perfect six flags weather and like no lines!,3
What! Another sunny day in #btv? Amazing.,3
Denver could have snow by morning {link} #BreakingNews,2
"@mention I was going to ride the bike today, but the weather was crappy and I overslept",1
Stupid Ass Weather.,1
"I've spent a good part of my work day standing outside in the sunshine, talking to Steve while he cleaned roaster parts. Nice day out!",3
@mention weather is soooo nice here in Honolulu.,3
@mention Rainy day here in Jax this morning too.  Yuck!  :(,1
Home from the carwash; hot ass hell out there but got tha whip nice and shinny. Finna smack down on this sub sandwich doe lol,1
Fuck! How did it start out sunny and warm and w/in a matter of hours shift to dreary and cold out! Fuckin milwaukee. #OperationRelocate lol,1
"#United States #Louisiana #NatalbanyAlbany forecast for May 8, mostly sunny and warm - Examiner.com",2
The Best Time To visit - When To go - Best Weather & Climate. {link} Cool website to be prepared for or plan around weather.,2
"#weather Arvada, Colorado Weather :: 50F FAIR {link}",2
#WEATHER:  2:54 pm : 87.0F. Feels F. 29.89% Humidity. 12.7MPH Southwest Wind.,2
Tomorrow will have sunny intervals. Something to look forward to. #OHJOY,3
#WEATHER: 8:53 pm C: 80.0F. Feels F. 29.55% Humidity. 13.8MPH South Wind.,2
Wtf is this fuck ass weather we're supposed to be getting? Rain from sunday to thursday? Really???,1
It's really nice to be back in Wilton Manors (South Florida). And we couldn't have asked for nicer weather.,3
Love warm weather and short shorts,3
"Decreasing clouds & 60s tomorrow to full sunshine Thursday (near 70?) Next system would be ""possible"" later Friday. -K",2
Ryan and I are going out cuz the weather is dry & sunny!Thats what i wanted...Movie can wait lol,3
about to go for a walk! to bad its about 90 degrees outside rite now :(,1
Spring weather conditions are just about perfect for gardens {link},3
Another beautiful day out....went roller blaming....I can't wait for swimming weather,3
Yepp! The weather messed all plans!,1
Why is the weather always crap on GCM days?,1
40-50 mph sustained winds within this storm..gust to 60...,2
Severe Thunderstorm Warning issued May 22 at 6:36PM CDT expiring May 22 at 6:45PM CDT by NWS San Angelo... {link},2
It's mother fucking hot out,1
Screw the weather this coming week.,1
Rt@mention Gonna enjoy the weather by heading to the mall. Loving the weather out today!,3
Finally warm and not rainy this week in the NE..heading out to the pond soon for some aquascaping. Anybody else going pond crazy? #ponds,3
Jazz + tea + sunshine = lovely Saturday morning. How's your morning going?,3
"okay, im so sick of tweeting from my laptop, i need my new blackberry ASAP! whatever, lifes good otherwise. except this shitty weather.",1
packing for a nice vacation in the sunshine!  I will be offline for several days - enjoy your weekend!  See you next week!,3
"RT @mention: Mississippi weather is so stupid. 41 degrees, and it's halfway through may.",1
#WEATHER:  7:54 pm : 51.0F. Feels 44F. 30.04% Humidity. 23.0MPH North Wind.,2
RT @mention: Dont knw why I came out in shorts today..legs cold as hell!,1
@mention Crummy because of weather.  So glad you started the KAL!  What yarn are you using!,1
#WEATHER:  9:53 pm : 50.0F. Feels 45F. 29.99% Humidity. 15.0MPH Northwest Wind.,2
Dragged myself out if bed. Dreading to see what the weather is like.. Bad mood x2,1
Both of my weather apps tell me it's 75 and sunny outside.  {link},2
* Found something to do today if it was sunny but the rain had to ruin that.. LOL,1
@mention I'd spend my day outside if it wasn't too damn hot. (Cue song here),1
May be a rough night with all this severe weather brewing again,1
Todayss weather wuz b e a u t i f u l :)  i hope tomorrow is dhe same so i can wear ay cute lil dress,3
Why is it freezing outside ugh,1
Storm with history of tornadoes that has now moved Waupaca Co...has now weakened considerably...however..gusty... {link},2
RT @mention: this rain and cold weather in Charlotte is killin me,1
@mention  OMG - I would SO trade you in a heartbeat!  It's 32C here and *only* about 90% humidity. #ewgross #subtropicalwhiner,1
"@mention Muggy would mean it's warm, more like another crappy and rainy day here.",1
Frakin' adorable. Love Kerry Park. RT @mention: Sunny day at Kerry Park ;) {link},3
It's going to be a great weekend.  Star party and great weather.  I'm doing my happy dance.,3
im freezing my a-word off.. its stupid cold in dis house.. #BURR,1
In ATL for #BEEC but visiting friends - pool party with 90 degree beautiful sunshine. NICE change from NY!,3
fuck yaaa this weather is beautiful now stay this way,3
Loving this beautiful weather today! Spending the day outside with @mention and @mention!,3
Fuck this cold weather shit!! Now I have to put back on stupid 2 legged pants!! Thanks a lot.....,1
#WEATHER:  7:53 pm : 78.0F. Feels F. 29.93% Humidity. 3.5MPH Southwest Wind.,2
"Ohh how was it?? Still cold? Feels like I've been in Oregon this past weekend, its been super rainy here!!",2
"So much for that...the thunderstorms have shut down the SMC servers, Internet and all of the computers. This is not good.",1
79.2F (Feels: 79.2F) - Humidity: 92% - Wind: 11.4mph SSE - Gust: 11.4mph - Pressure: 1010.3mb (+0.1)  #weather {link},2
Freezing outside #ChristmasInJuly anyone?,1
@mention not very sunny right now :/,1
Sunny to partly cloudy today. High 70 SW 6 mph. Cloudy tonight with isolated t-showers. Low 51. Jonathan Yuhas  {link},2
just got homee dam its cold outside -__-,1
Ughhh jus went outside and da weather #SUCKS I swear it seem lik it's only nice on weekdays when I gotta stay in and do homework! #PISSED,1
its too hot! outside,1
We are finally rewarded with warm and dry weather in Montana! {link}/,3
Its Hot & Humid OutSide ... No Me Gusta !!!!,1
"Sunshine,Flowers,wine,dogs chasing random things and lovely music nice!",3
"@mention naww im off today, so im koolin and enjoying this heaven sent weather!",3
82 degrees in my apartment right now. just another reason I should be home,1
Holy humidity Batman.,1
Wow. Salmon burger at Cheeseburger Charley's. Pickle lettuce and tomato. Great weather. #imlovinit,3
"i really hate the weather today, i was planning on wearing shorts.! guess i gotta change that too.!",1
Hello Thurs! Gorgeous day outside. & a warm welcome 2 all R new followers. If we don't follow U back just holler & we'll oblige.,3
It's hot as a bitch outside,1
"Finally, some sunshine.  Been so long I wondered if the motorcycle battery would still be charged.  It was. #fb",3
"Ok, who the fuck stole spring??? Sorry about the profanity, but it is almost profane that the weather is this gloomy still. Just sayin'..",1
@mention move to SC boy. Weather's always nice.,3
Ugh the weather today is soo damn #depressing,1
#WEATHER:  10:52 am: 77.0F. Feels F. 30.00% Humidity. 0.0MPH North Wind.,2
"Sitting with my mom for mothers day, sunny and 65 out, great day :)",3
Bright sunny day! Good day to support local projects! {link},3
Its May. It should be like 80 degrees? Not 60. #ihateohioweather,1
Lovingg this weather! &lt;3,3
how can the weather go from being in the 80s and dropping to the 60s in a couple days #ridiculous,1
It's so dang nice outside! Blast! Being at work and seeing the sunshine it's not fair!,3
"Outside: 52.2 F, Humidity: 73%, Wind: (31) 8 mph, Press: 29.86"", Rain: 0.00",2
Ughhh anotha rainy day,1
Hail Falls During Thunderstorm In Central Fla. - {link},2
"Am leaving cali heading to pueblo, co for a monday delivery. Hopefully will run into better weather. It's cloudy and cold here in LA.",1
Come enjoy the patio with the great weather. Live music tonight starting at 7,3
@mention It is finally a sunny day here.  Enjoy my friend.,3
@mention Busy worker beeee!! I luh you roomie:)) Todays gorgeous weather is making me very excited for summertiiiime with u! #holla,3
#WEATHER:  2:53 pm : 73.0F. Feels F. 29.86% Humidity. 11.5MPH Southeast Wind.,2
Finally some Boji sunshine!  Too bad I'm stuck indoors filling ticket orders...,3
New severe thunderstorm warning in  effect for the Little Rock metro area #ARWX,2
#WEATHER:  10:56 pm: 74.0F. Feels F. 29.65% Humidity. 21.9MPH Southwest Wind.,2
We ended up with 12 inches of rain from yesterday's storm. The rain started about 2pm poured non-stop till near midnight.,2
Are Northwest Springs getting colder?  Check out tonight's weather blog here:  {link}/ {link},2
#Lee Fire Weather Watch issued May 08 at 8:41PM EDT expiring May 09 at 7:00PM EDT by NWS Tampa Bay {link}... {link},2
"Tatum, NM @ 7:00 PM: Temp:84F(H 90/L 46), Hum:12&#x25;, DewPt:26F, Wind: SSW at 12 G 27.0 mph, Rain:0.00 In. #weather",2
I love this weather. &lt;3,3
"These fields are closed today due to inclement weather: Olney Manor, Sligo Creek Area, and Rock Creek Management... {link}",2
#WEATHER:  4:56 pm : 68.0F. Feels F. 29.78% Humidity. 21.9MPH West Wind.,2
RT @mention: This weather stresse's you more and more..,1
I biked the DJJD 15K route during lunch yesterday; first time my schedule and the weather matched up in over a month. 'Twas a glorious ride.,3
"Mostly sunny today, high 86 (30 C).",2
"Buggeration and bollocks, why do the weather gods hate me so",1
"I just wanted to finally get to mow the lawn today, finally, is that too much to ask rain? I thought you were gone? #rain",1
#WEATHER: 4:53 am E: 74.0F. Feels F. 29.98% Humidity. 0.0MPH North Wind.,2
"STORMCENTER: Most severe portion of weather seems to have passed Tulsa, but rain remains. View live radar images at {link}",2
RT @mention: All @mention locations in Shelby County are closing at 4:30 due to severe weather risk. #memstorm,2
RT @mention: flights delayed to HUGE snow. Had to buy a physical book 'cause iPad won't last the flight home -&gt; They still make those?,2
"Snow in Tahoe...: Snow in Tahoe...(Third column, 20th story, link)      {link}",2
Severe Thunderstorm Warning for Boone County until 8:30pm. #arwx,2
"Good morning,I hate getting up early. But, I love getting more work done.It is beautiful out this am, sunny and 59 degrees, perfect!",3
The ride home wasn't so dreadful. The weather was bad...but the conversation wasn't :),1
"RT @mention: Storms moving into OKC Metro now. Nothing major. Storm in S Grady picking up a bit, maybe some hail. Join us at {link} ...",2
"RT @mention: @mention After the spring we've had, weather this lovely should come with an automatic ""get out of the office"" free card.",3
"Ran 7.02 miles in 1 hour and 3 mins and 12 secs and felt good. Nice weather again this morning, with temps ar... {link}",3
love when the weather is this perfect :),3
My mood is as gloomy as today's weather.,1
"Has been freezing all weekend in Highlands,NC.  Need to get back warmer weather.  #shouldntneedajacketinmay",1
"Tulip Time in Holland, MI the best time of the year! 72 Degrees out today!",3
